id;identifier;dataset_identifier;RADIO_C14 Std_To;RADIO_CalAMS_;RADIO_CalibC14_From_yrmax;RADIO_CalibC14_From_yrmin;RADIO_CalibC14_To_yrmax;RADIO_CalibC14_To_yrmin;RADIO_CalibC14_yrmax;RADIO_CalibC14_yrmin;RADIO_TL_From;RADIO_TL_To;RADIO_UnknownCal_From;RADIO_UnknownCal_To;RADIO_UnknownRadio_;RADIO_UnknownRadio_>;RADIO;CAL__BP;CAL_From_BP;CAL_To_BP;CAL_DatingMethod;CAL__BP_2;CAL_From_BP_2;CAL_To_BP_2;CAL_DatingMethod_2;CAL_From_BP_3;CAL_To_BP_3;CAL_DatingMethod_3;CAL__BP_4;CAL_From_BP_4;CAL_To_BP_4;CAL_DatingMethod_4;CALENDAR;PER_Notes;PER_BeginBP;PER_BeginBP_From;PER_BeginBP_To;PER_EndBP;PER_EndBP_From;PER_EndBP_To;PER_Notes_2;PER_BeginBP__2;PER_BeginBP_From_2;PER_BeginBP_To_2;PER_EndBP__2;PER_EndBP_From_2;PER_EndBP_To_2;PER_Notes_3;PER_BeginBP_To_3;PER_EndBP_To_3;PERIOD;P1_RADIO_To;P1_RADIO_From;P2_RADIO_To;P2_RADIO_From;P3_CAL_To;P3_CAL_From;P4_PER_To;P4_PER_From;UniqueFrom;UniqueTo;Chosen_C14;Chosen_OtherRadio;Chosen_Calendar;Chosen_Period;RadioAndCalendarAvailable;NoDtaes;C14_older_than_30000BP;AgeErrorMinus;AgeErrorOrPlusError;From_Method;From_AgeErrorOrPlusError;From_AgeErrorMinus;To_Method;To_AgeErrorOrPlusError;To_AgeErrorMinus;AgeFrom;AgeTo
821;Eaton Socon|COUN000980|C888;Eaton Socon|COUN000980;;;;;;;;;;;;;;;0;;1750;1651;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1651;1750;1540;1907;1750;1651;;;1;;;;;;;;;;;;;1750;1651
822;Eaton Socon|COUN000980|C909;Eaton Socon|COUN000980;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
823;Edgeoya|COUN000106|S86266;Edgeoya|COUN000106;;;;;;;10185;9315;;;;;;;1;;;;;;;;;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;9315;10185;;;;;7000;10000;10185;9315;1;;;;;;;;;;;;;;;10185;9315
824;Edinburgh: Cowgate|COUN001172|C142;Edinburgh: Cowgate|COUN001172;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
825;Edinburgh: Cowgate|COUN001172|C70a;Edinburgh: Cowgate|COUN001172;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
826;Edinburgh: Cowgate|COUN001172|C70b;Edinburgh: Cowgate|COUN001172;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
827;Edinburgh: Cowgate|COUN001172|C89;Edinburgh: Cowgate|COUN001172;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
828;Edinburgh: Cowgate|COUN001172|C90a;Edinburgh: Cowgate|COUN001172;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
829;Edinburgh: Cowgate|COUN001172|C90b;Edinburgh: Cowgate|COUN001172;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
830;Edinburgh: Grassmarket|COUN001435|C543;Edinburgh: Grassmarket|COUN001435;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
831;Edinburgh: Grassmarket|COUN001435|C545;Edinburgh: Grassmarket|COUN001435;;;;;;;931;796;;;;;;;1;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;796;931;;;;;400;1550;931;796;1;;;;;;;;;;;;;;;931;796
832;Egtved|COUN001533|Grave;Egtved|COUN001533;;;;;;;;;;;;;;;0;3319;;;Dendro;;;;;;;;;;;;1;;4449;;;2549;;;;;;;;;;;;;1;;;;;3319;3319;2549;4449;3319;3319;;;1;;;;;;;;;;;;;3319;3319
833;Eigenblok|COUN001570|BugsPresence;Eigenblok|COUN001570;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;;;;;;;2549;4449;4449;2549;;;;1;;;;;;;;;;;;4449;2549
834;Eilean Domhnuill a Spionnaidh|COUN000108|C1008;Eilean Domhnuill a Spionnaidh|COUN000108;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
835;Eilean Domhnuill a Spionnaidh|COUN000108|C563;Eilean Domhnuill a Spionnaidh|COUN000108;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
836;el-Gamhud|COUN001422|Mummy;el-Gamhud|COUN001422;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2272;;;1999;;;;;;;;;;;;;1;;;;;;;1999;2272;2272;1999;;;;1;;;;;;;;;;;;2272;1999
837;el-Gebelein|COUN001106|BugsPresence;el-Gebelein|COUN001106;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;4074;;;3499;;;;;;;;;;;;;1;;;;;;;3499;4074;4074;3499;;;;1;;;;;;;;;;;;4074;3499
838;El Álamo-Acusa|COUN001522|S1;El Álamo-Acusa|COUN001522;;;;;;;956;797;;;;;;;1;;870;800;CalAMS;;;;;;;;;;;;1;;1550;;;400;;;;;;;;;;;;;1;797;956;;;800;870;400;1550;956;797;1;;;;1;;;;;;;;;;;956;797
839;el Amarna: Ra Nefers House|COUN000727|BugsPresence;el Amarna: Ra Nefers House|COUN000727;;;;;;;;;;;;;;;0;;3299;3274;HistCal;;;;;;;;;;;;1;;3299;;;3279;;;;;;;;;;;;;1;;;;;3274;3299;3279;3299;3299;3274;;;1;;;;;;;;;;;;;3299;3274
840;el Amarna: Workmens Village|COUN000011|All;el Amarna: Workmens Village|COUN000011;;;;;;;;;;;;;;;0;;3299;3274;HistCal;;;;;;;;;;;;1;;3299;;;3279;;;;;;;;;;;;;1;;;;;3274;3299;3279;3299;3299;3274;;;1;;;;;;;;;;;;;3299;3274
841;el Amarna: Workmens Village|COUN000011|BugsPresence;el Amarna: Workmens Village|COUN000011;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
842;El Ashmonein|COUN001511|BugsPresence;El Ashmonein|COUN001511;;;;;;;;;;;;;;;0;;2474;2292;Typo;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;0;;;;;2292;2474;;;2474;2292;;;1;;;;;;;;;;;;;2474;2292
843;Emanuel Point|COUN000987|BugsPresence;Emanuel Point|COUN000987;;;;;;;;;;;;;;;0;391;;;HistCal;;;;;;;;;;;;1;;400;;;0;;;;;;;;;;;;;1;;;;;391;391;0;400;391;391;;;1;;;;;;;;;;;;;391;391
844;Emmer Erfscheidenveen|COUN001569|BugsPresence;Emmer Erfscheidenveen|COUN001569;;;;;;;3322;3008;;;;;;;1;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;3008;3322;;;;;;;3322;3008;1;;;;;;;;;;;;;;;3322;3008
845;Empingham|COUN000113|S1;Empingham|COUN000113;;;;;;;;;;;;;;;0;;1675;1650;Typo;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1650;1675;1540;1907;1675;1650;;;1;;;;;;;;;;;;;1675;1650
846;Engihlid|COUN000115|S1;Engihlid|COUN000115;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
847;Engihlid|COUN000115|S2;Engihlid|COUN000115;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
848;Engihlid|COUN000115|S3;Engihlid|COUN000115;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
849;Engihlid|COUN000115|S4;Engihlid|COUN000115;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
850;Engihlid|COUN000115|S5;Engihlid|COUN000115;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
851;Engihlid|COUN000115|S6;Engihlid|COUN000115;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
852;Engihlid|COUN000115|S7;Engihlid|COUN000115;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
853;Engihlid|COUN000115|S8;Engihlid|COUN000115;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1082;;;400;;;;;;;;;;;;;1;;;;;;;400;1082;1082;400;;;;1;;;;;;;;;;;;1082;400
854;Epigonal|COUN000578|S1;Epigonal|COUN000578;;;;;;;;;;;;;;;0;;650;900;Typo;719;;;Unknown;;;;;;;;1;;40000;;;458;;;;;;;;;;;;;1;;;;;719;719;458;40000;719;719;;;1;;;;;;;;;;;;;719;719
855;Eqalugialik (V45)|COUN000721|MF2;Eqalugialik (V45)|COUN000721;;;;;;;;;;;;;;;0;;950;600;HistCal;;;;;;;;;;;;1;;961;;;400;;;;;;;;;;;;;1;;;;;600;950;400;961;950;600;;;1;;;;;;;;;;;;;950;600
856;Eqalugialik (V45)|COUN000721|MF3;Eqalugialik (V45)|COUN000721;;;;;;;;;;;;;;;0;;950;600;HistCal;;;;;;;;;;;;1;;961;;;400;;;;;;;;;;;;;1;;;;;600;950;400;961;950;600;;;1;;;;;;;;;;;;;950;600
857;Eqalugialik (V45)|COUN000721|MF4;Eqalugialik (V45)|COUN000721;;;;;;;;;;;;;;;0;;950;600;HistCal;;;;;;;;;;;;1;;961;;;400;;;;;;;;;;;;;1;;;;;600;950;400;961;950;600;;;1;;;;;;;;;;;;;950;600
858;Eqalugialik (V45)|COUN000721|MF5;Eqalugialik (V45)|COUN000721;;;;;;;;;;;;;;;0;;950;600;HistCal;;;;;;;;;;;;1;;961;;;400;;;;;;;;;;;;;1;;;;;600;950;400;961;950;600;;;1;;;;;;;;;;;;;950;600
859;Eqalugialik (V45)|COUN000721|MF6;Eqalugialik (V45)|COUN000721;;;;;;;;;;;;;;;0;;950;600;HistCal;;;;;;;;;;;;1;;961;;;400;;;;;;;;;;;;;1;;;;;600;950;400;961;950;600;;;1;;;;;;;;;;;;;950;600
860;Eqalugialik (V45)|COUN000721|Total;Eqalugialik (V45)|COUN000721;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
861;Ercolano (Herculaneum)|COUN000107|S1;Ercolano (Herculaneum)|COUN000107;;;;;;;;;;;;;;;0;1871;;;HistCal;;;;;;;;;;;;1;Sealed by AD 79 eruption of Vesuvius;2000;;;0;;;;;;;;;;;;;1;;;;;1871;1871;0;2000;1871;1871;;;1;;;;;;;;;;;;;1871;1871
862;Ercolano (Herculaneum)|COUN001357|BugsPresence;Ercolano (Herculaneum)|COUN001357;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;
863;Erkelenz-Kückhoven|COUN000522|1-B-1247-158;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
864;Erkelenz-Kückhoven|COUN000522|1-B-1247-25;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
865;Erkelenz-Kückhoven|COUN000522|1-B-1247-27;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
866;Erkelenz-Kückhoven|COUN000522|1-B-1247-28;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
867;Erkelenz-Kückhoven|COUN000522|1-B-1247-29;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
868;Erkelenz-Kückhoven|COUN000522|1-B-1247-30;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
869;Erkelenz-Kückhoven|COUN000522|1-B-1247-31;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
870;Erkelenz-Kückhoven|COUN000522|1-B-1247-32;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
871;Erkelenz-Kückhoven|COUN000522|1-B-1247-65;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
872;Erkelenz-Kückhoven|COUN000522|1-B-1247-66;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
873;Erkelenz-Kückhoven|COUN000522|2-B-2712-3;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
874;Erkelenz-Kückhoven|COUN000522|2-B-2712-5;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
875;Erkelenz-Kückhoven|COUN000522|2-B-2712-6;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
876;Erkelenz-Kückhoven|COUN000522|2-B-2712-7;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
877;Erkelenz-Kückhoven|COUN000522|B-1196-533;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
878;Erkelenz-Kückhoven|COUN000522|B-1196-534;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
879;Erkelenz-Kückhoven|COUN000522|B-1196-535;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
880;Erkelenz-Kückhoven|COUN000522|K-1246-184;Erkelenz-Kückhoven|COUN000522;;;;;;;;;;;;;;;0;7006;;;Dendro;;;;;;;;;;;;1;;6449;;;3649;;;;;;;;;;;;;1;;;;;7006;7006;3649;6449;7006;7006;;;1;;;;;;;;;;;;;7006;7006
881;Erps-Kwerps|COUN000475|S10;Erps-Kwerps|COUN000475;;;;;;;;;;;;;;;0;;1800;1700;ArchCal;;;;;;;;;;;;1;;2005;;;1500;;;;;;;;;;;;;1;;;;;1700;1800;1500;2005;1800;1700;;;1;;;;;;;;;;;;;1800;1700
882;Erps-Kwerps|COUN000475|S8;Erps-Kwerps|COUN000475;;;;;;;;;;;;;;;0;;1800;1700;ArchCal;;;;;;;;;;;;1;;2005;;;1500;;;;;;;;;;;;;1;;;;;1700;1800;1500;2005;1800;1700;;;1;;;;;;;;;;;;;1800;1700
883;Erps-Kwerps|COUN000475|S9;Erps-Kwerps|COUN000475;;;;;;;;;;;;;;;0;;1800;1700;ArchCal;;;;;;;;;;;;1;;2005;;;1500;;;;;;;;;;;;;1;;;;;1700;1800;1500;2005;1800;1700;;;1;;;;;;;;;;;;;1800;1700
884;Etton|COUN000117|a;Etton|COUN000117;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;10000;7000
885;Etton|COUN000117|b;Etton|COUN000117;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;;;;;;;7000;10000;10000;7000;;;;1;;;;;;;;;;;;10000;7000
886;Etton|COUN000117|c;Etton|COUN000117;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
887;Etton|COUN000117|d;Etton|COUN000117;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
888;Etton|COUN000117|e;Etton|COUN000117;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
889;Etton|COUN000117|f;Etton|COUN000117;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
890;Etton|COUN000117|g;Etton|COUN000117;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
891;Etton|COUN000117|h;Etton|COUN000117;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
892;Etton|COUN000117|I;Etton|COUN000117;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
893;Etton|COUN000117|j;Etton|COUN000117;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
894;Etton|COUN000117|k;Etton|COUN000117;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
895;Évreux: Le Clos au Duc|COUN001586|Coffin;Évreux: Le Clos au Duc|COUN001586;;;;;;;;;;;;;;;0;;1675;;Typo;;;;;;;;;;;;1;;2009;;;1500;;;;;;;;;;;;;1;;;;;;1675;1500;2009;1675;1500;;;1;;;;;;;;;;;;;1675;1500
896;Exeter: Friernhay Street|COUN000118|S1;Exeter: Friernhay Street|COUN000118;;;;;;;;;;;;;;;0;;1870;1830;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1830;1870;1540;1907;1870;1830;;;1;;;;;;;;;;;;;1870;1830
897;Exeter: Friernhay Street|COUN000118|S2;Exeter: Friernhay Street|COUN000118;;;;;;;;;;;;;;;0;;1870;1830;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1830;1870;1540;1907;1870;1830;;;1;;;;;;;;;;;;;1870;1830
898;Exeter: Friernhay Street|COUN000118|S3;Exeter: Friernhay Street|COUN000118;;;;;;;;;;;;;;;0;;1870;1830;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1830;1870;1540;1907;1870;1830;;;1;;;;;;;;;;;;;1870;1830
899;Exeter: Friernhay Street|COUN000118|S4;Exeter: Friernhay Street|COUN000118;;;;;;;;;;;;;;;0;;1870;1830;ArchCal;;;;;;;;;;;;1;;1907;;;1540;;;;;;;;;;;;;1;;;;;1830;1870;1540;1907;1870;1830;;;1;;;;;;;;;;;;;1870;1830
900;Exeter|COUN000793|BugsPresence;Exeter|COUN000793;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;1550;;;400;;;;;;;;;;;;;1;;;;;;;400;1550;1550;400;;;;1;;;;;;;;;;;;1550;400
901;Eythra|COUN001099|Well_2;Eythra|COUN001099;;;;;;;;;;;;;;;0;;7269;7180;Wiggle;;;;;;;;;;;;1;Linear Band Keramik (LBK);6449;;;3649;;;;;;;;;;;;;1;;;;;7180;7269;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
902;Eythra|COUN001101|BugsPresence;Eythra|COUN001101;;;;;;;;;;;;;;;0;7034;;;Unknown;;;;;;;;;;;;1;Linear Band Keramik (LBK);6449;;;3649;;;;;;;;;;;;;1;;;;;7034;7034;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
903;Eythra|COUN001574|BugsPresence;Eythra|COUN001574;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;6449;;;3649;;;;;;;;;;;;;1;;;;;;;3649;6449;6449;3649;;;;1;;;;;;;;;;;;6449;3649
904;Farmoor: IA/Rom.|COUN000595|S1007/1;Farmoor: IA/Rom.|COUN000595;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;;;;;;;1900;2599;2599;1900;;;;1;;;;;;;;;;;;2599;1900
905;Farmoor: IA/Rom.|COUN000595|S1009/1;Farmoor: IA/Rom.|COUN000595;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;;;;;;;1900;2599;2599;1900;;;;1;;;;;;;;;;;;2599;1900
906;Farmoor: IA/Rom.|COUN000595|S1046/2;Farmoor: IA/Rom.|COUN000595;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;well;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
907;Farmoor: IA/Rom.|COUN000595|S1060/2;Farmoor: IA/Rom.|COUN000595;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;well;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
908;Farmoor: IA/Rom.|COUN000595|S1072;Farmoor: IA/Rom.|COUN000595;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;peat layer.;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
909;Farmoor: IA/Rom.|COUN000595|S1074/4;Farmoor: IA/Rom.|COUN000595;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;ditch;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
910;Farmoor: IA/Rom.|COUN000595|S1100/1;Farmoor: IA/Rom.|COUN000595;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;;;;;;;1900;2599;2599;1900;;;;1;;;;;;;;;;;;2599;1900
911;Farmoor: IA/Rom.|COUN000595|S1159;Farmoor: IA/Rom.|COUN000595;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;;;;;;;1900;2599;2599;1900;;;;1;;;;;;;;;;;;2599;1900
912;Farmoor: IA/Rom.|COUN000595|S1169;Farmoor: IA/Rom.|COUN000595;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;water hole.;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
913;Farmoor: IA/Rom.|COUN000595|S1172;Farmoor: IA/Rom.|COUN000595;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;2599;;;1900;;;;;;;;;;;;;1;;;;;;;1900;2599;2599;1900;;;;1;;;;;;;;;;;;2599;1900
914;Farmoor: IA/Rom.|COUN000595|S17/4;Farmoor: IA/Rom.|COUN000595;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;pit;1907;;;1540;;;;;;;;;;;;;1;;;;;;;1540;1907;1907;1540;;;;1;;;;;;;;;;;;1907;1540
