id;identifier;dataset_identifier;ZorDepthTop;ZorDepthBot;RADIO_CalibC14_Notes_simpl;RADIO_CalibC14__yrmax;RADIO_CalibC14__yrmin;RADIO_CalibC14_from_yrmax;RADIO_CalibC14_from_yrmin;RADIO_CalibC14_to_yrmax;RADIO_CalibC14_to_yrmin;RADIO_CalibC14_Notes_simpl_2;RADIO_CalibC14_from_yrmax_2;RADIO_CalibC14_from_yrmin_2;RADIO_C14_BeyondCalibration;RADIO_C14_BeyondCalibration_From;RADIO_C14_BeyondCalibration_To;RADIO_Method;RADIO_AAR_;RADIO_ESR_;RADIO_TL_;RADIO_TL_from;RADIO_TL_to;RADIO_U-Series_from;RADIO_U234/U238_;RADIO_UnknownRadio_.x;RADIO_UnknownRadio_from;RADIO_UnknownRadio_to;RADIO_AAR__2;RADIO_ESR__2;RADIO_TL__2;RADIO_TL_from_2;RADIO_TL_to_2;RADIO_UnknownRadio_.y;RADIO_AAR__3;RADIO_TL__3;RADIO_AAR__4;RADIO_AAR__5;RADIO;CAL__BP;CAL_From_BP;CAL_To_BP;CAL_DatingMethod;CAL_From_BP_2;CAL_To_BP_2;CAL_DatingMethod_2;CALENDAR;PER_Notes;PER_BeginBP;PER_BeginBP_From;PER_BeginBP_To;PER_EndBP;PER_EndBP_From;PER_EndBP_To;PER_Notes_2;PER_BeginBP__2;PER_BeginBP_From_2;PER_BeginBP_To_2;PER_EndBP__2;PER_EndBP_From_2;PER_EndBP_To_2;PER_Notes_3;PER_BeginBP__3;PER_EndBP__3;PERIOD;P1_RADIO_To;P1_RADIO_From;P2_RADIO_To;P2_RADIO_From;P3_CAL_To;P3_CAL_From;P4_PER_To;P4_PER_From;UniqueFrom;UniqueTo;Chosen_C14;Chosen_OtherRadio;Chosen_Calendar;Chosen_Period;RadioAndCalendarAvailable;NoDtaes;C14_older_than_30000BP;AgeErrorOrPlusError;AgeErrorMinus;Chosen_C14_AgeDepthModel;From_Method;From_AgeErrorOrPlusError;From_AgeErrorMinus;To_Method;To_AgeErrorOrPlusError;To_AgeErrorMinus;AgeFrom;AgeTo
805;Church Stretton Site CS1 and CS2|COUN000400|CS2_8;Church Stretton Site CS1 and CS2|COUN000400;130;145;probably hard water error;18044;14582;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;12500;;;11500;;;;;;;;;;;;;1;14582;18044;;;;;11500;12500;12500;11500;;;;1;;;;;;;;;;;;;12500;11500
806;Church Stretton Site CS1 and CS2|COUN000400|CS2_9;Church Stretton Site CS1 and CS2|COUN000400;145;165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;12500;;;11500;;;;;;;;;;;;;1;;;;;;;11500;12500;12500;11500;;;;1;;;;;;;;;;;;;12500;11500
807;Church Stretton Site CS1 and CS2|COUN000806|CS1_A;Church Stretton Site CS1 and CS2|COUN000806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
808;Church Stretton Site CS1 and CS2|COUN000806|CS1_B;Church Stretton Site CS1 and CS2|COUN000806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
809;Church Stretton Site CS1 and CS2|COUN000806|CS1_C;Church Stretton Site CS1 and CS2|COUN000806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
810;Church Stretton Site CS1 and CS2|COUN000806|CS1_D;Church Stretton Site CS1 and CS2|COUN000806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
811;Church Stretton Site CS1 and CS2|COUN000806|CS1_E;Church Stretton Site CS1 and CS2|COUN000806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
812;Church Stretton Site CS1 and CS2|COUN000806|CS1_F;Church Stretton Site CS1 and CS2|COUN000806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
813;Church Stretton Site CS1 and CS2|COUN000806|CS1_G;Church Stretton Site CS1 and CS2|COUN000806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
814;Church Stretton Site CS1 and CS2|COUN000806|CS1_H;Church Stretton Site CS1 and CS2|COUN000806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
815;Church Stretton Site CS1 and CS2|COUN000806|CS1_I;Church Stretton Site CS1 and CS2|COUN000806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
816;Church Stretton Site CS1 and CS2|COUN000806|CS1_J;Church Stretton Site CS1 and CS2|COUN000806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
817;Church Stretton Site CS1 and CS2|COUN000806|CS1_K;Church Stretton Site CS1 and CS2|COUN000806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
818;Church Stretton Site CS1 and CS2|COUN000807|BS;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
819;Church Stretton Site CS1 and CS2|COUN000807|CS2_1;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
820;Church Stretton Site CS1 and CS2|COUN000807|CS2_10;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
821;Church Stretton Site CS1 and CS2|COUN000807|CS2_11;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
822;Church Stretton Site CS1 and CS2|COUN000807|CS2_12;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
823;Church Stretton Site CS1 and CS2|COUN000807|CS2_13;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
824;Church Stretton Site CS1 and CS2|COUN000807|CS2_14;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
825;Church Stretton Site CS1 and CS2|COUN000807|CS2_2;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
826;Church Stretton Site CS1 and CS2|COUN000807|CS2_3;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
827;Church Stretton Site CS1 and CS2|COUN000807|CS2_4;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
828;Church Stretton Site CS1 and CS2|COUN000807|CS2_5;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
829;Church Stretton Site CS1 and CS2|COUN000807|CS2_6;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
830;Church Stretton Site CS1 and CS2|COUN000807|CS2_7;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
831;Church Stretton Site CS1 and CS2|COUN000807|CS2_8;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
832;Church Stretton Site CS1 and CS2|COUN000807|CS2_9;Church Stretton Site CS1 and CS2|COUN000807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
833;Clettnadal|COUN000078|S1;Clettdal|COUN000078;221;226;;7958;7843;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;7843;7958;;;;;10000;13500;7958;7843;1;;;;;;;;;1;;;;;;;7958;7843
834;Clettnadal|COUN000078|S10;Clettdal|COUN000078;276;281;;12635;12275;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;12275;12635;;;;;10000;13500;12635;12275;1;;;;;;;;;1;;;;;;;12635;12275
835;Clettnadal|COUN000078|S11;Clettdal|COUN000078;281;286;;12903;12570;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;12570;12903;;;;;10000;13500;12903;12570;1;;;;;;;;;1;;;;;;;12903;12570
836;Clettnadal|COUN000078|S12;Clettdal|COUN000078;286;291;;13205;12824;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;12824;13205;;;;;10000;13500;13205;12824;1;;;;;;;;;1;;;;;;;13205;12824
837;Clettnadal|COUN000078|S13;Clettdal|COUN000078;291;296;;13573;13297;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;13297;13573;;;;;10000;13500;13573;13297;1;;;;;;;;;1;;;;;;;13573;13297
838;Clettnadal|COUN000078|S14;Clettdal|COUN000078;296;303;;14147;13755;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;13755;14147;;;;;10000;13500;14147;13755;1;;;;;;;;;1;;;;;;;14147;13755
839;Clettnadal|COUN000078|S15;Clettdal|COUN000078;303;306;;14680;14055;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;;;;;;;;;;;;;;;;;0;14055;14680;;;;;;;14680;14055;1;;;;;;;;;1;;;;;;;14680;14055
840;Clettnadal|COUN000078|S16;Clettdal|COUN000078;306;310;;14990;14234;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;;;;;;;;;;;;;;;;;0;14234;14990;;;;;;;14990;14234;1;;;;;;;;;1;;;;;;;14990;14234
841;Clettnadal|COUN000078|S2;Clettdal|COUN000078;226;231;;8776;8674;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;8674;8776;;;;;10000;13500;8776;8674;1;;;;;;;;;1;;;;;;;8776;8674
842;Clettnadal|COUN000078|S3;Clettdal|COUN000078;231;236;;9648;9481;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;9481;9648;;;;;10000;13500;9648;9481;1;;;;;;;;;1;;;;;;;9648;9481
843;Clettnadal|COUN000078|S4;Clettdal|COUN000078;236;242;;9997;9822;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;9822;9997;;;;;10000;13500;9997;9822;1;;;;;;;;;1;;;;;;;9997;9822
844;Clettnadal|COUN000078|S5;Clettdal|COUN000078;242;248;;10501;10203;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;10203;10501;;;;;10000;13500;10501;10203;1;;;;;;;;;1;;;;;;;10501;10203
845;Clettnadal|COUN000078|S6;Clettdal|COUN000078;248;254;;10771;10444;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;10444;10771;;;;;10000;13500;10771;10444;1;;;;;;;;;1;;;;;;;10771;10444
846;Clettnadal|COUN000078|S7;Clettdal|COUN000078;254;260;;11123;10576;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;10576;11123;;;;;10000;13500;11123;10576;1;;;;;;;;;1;;;;;;;11123;10576
847;Clettnadal|COUN000078|S8;Clettdal|COUN000078;261;270,5;;12009;11356;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;11356;12009;;;;;10000;13500;12009;11356;1;;;;;;;;;1;;;;;;;12009;11356
848;Clettnadal|COUN000078|S9;Clettdal|COUN000078;270,5;276;;12390;11927;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;11927;12390;;;;;10000;13500;12390;11927;1;;;;;;;;;1;;;;;;;12390;11927
849;Cold Harbour Pill|COUN001576|13-sep;Cold Harbour Pill|COUN001576;10;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;;;;;;;2549;4449;4449;2549;;;;1;;;;;;;;;;;;;4449;2549
850;Cold Harbour Pill|COUN001576|14-sep;Cold Harbour Pill|COUN001576;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;;;;;;;2549;4449;4449;2549;;;;1;;;;;;;;;;;;;4449;2549
851;Cold Harbour Pill|COUN001576|9/10a;Cold Harbour Pill|COUN001576;25;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;;;;;;;2549;4449;4449;2549;;;;1;;;;;;;;;;;;;4449;2549
852;Cold Harbour Pill|COUN001576|9/10b;Cold Harbour Pill|COUN001576;37;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;4449;;;2549;;;;;;;;;;;;;1;;;;;;;2549;4449;4449;2549;;;;1;;;;;;;;;;;;;4449;2549
853;Coleshill|COUN000079|S1;Coleshill|COUN000079;;;;40736;33736;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;122000;;;29000;;;;;;;;;;;;;1;33736;40736;;;;;29000;122000;40736;33736;1;;;;;;1;;;;;;;;;;40736;33736
854;Colnbrook|COUN000080|Lower;Colnbrook|COUN000080;;;;16656;15659;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;12500;;;11500;;;;;;;;;;;;;1;15659;16656;;;;;11500;12500;16656;15659;1;;;;;;;;;;;;;;;;16656;15659
855;Colnbrook|COUN000080|Upper;Colnbrook|COUN000080;;;;16724;15726;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;12500;;;11500;;;;;;;;;;;;;1;15726;16724;;;;;11500;12500;16724;15726;1;;;;;;;;;;;;;;;;16724;15726
856;Colney Heath|COUN000081|S1;Colney Heath|COUN000081;;;;16992;15793;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;15793;16992;;;;;10000;13500;16992;15793;1;;;;;;;;;;;;;;;;16992;15793
857;Coloradodal|COUN000443|S1;Coloradodal|COUN000443;;;;8695;7035;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;7000;;;;;;;;;;;;;1;7035;8695;;;;;7000;10000;8695;7035;1;;;;;;;;;;;;;;;;8695;7035
858;Comarum So|COUN000473|S1;Comarum So|COUN000473;344;346;;10100;9337;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;10000;;;0;;;;;;;;;;;;;1;9337;10100;;;;;0;10000;10100;9337;1;;;;;;;;;1;;;;;;;10100;9337
859;Comarum So|COUN000473|S10;Comarum So|COUN000473;190;192;;4920;4504;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;4504;4920;;;;;0;10000;4920;4504;1;;;;;;;;;1;;;;;;;4920;4504
860;Comarum So|COUN000473|S11;Comarum So|COUN000473;176;178;;4465;4046;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;4046;4465;;;;;0;10000;4465;4046;1;;;;;;;;;1;;;;;;;4465;4046
861;Comarum So|COUN000473|S12;Comarum So|COUN000473;166;168;;4148;3714;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;3714;4148;;;;;0;10000;4148;3714;1;;;;;;;;;1;;;;;;;4148;3714
862;Comarum So|COUN000473|S13;Comarum So|COUN000473;126;128;;2878;2386;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;2386;2878;;;;;0;10000;2878;2386;1;;;;;;;;;1;;;;;;;2878;2386
863;Comarum So|COUN000473|S14;Comarum So|COUN000473;108;110;;2329;1782;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;1782;2329;;;;;0;10000;2329;1782;1;;;;;;;;;1;;;;;;;2329;1782
864;Comarum So|COUN000473|S15;Comarum So|COUN000473;88;90;;1714;1105;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;1105;1714;;;;;0;10000;1714;1105;1;;;;;;;;;1;;;;;;;1714;1105
865;Comarum So|COUN000473|S16;Comarum So|COUN000473;50;52;;562;-180;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;-180;562;;;;;0;10000;562;0;1;;;;;;;;;1;;;;;;;562;0
866;Comarum So|COUN000473|S2;Comarum So|COUN000473;342;344;;10032;9276;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;9276;10032;;;;;0;10000;10032;9276;1;;;;;;;;;1;;;;;;;10032;9276
867;Comarum So|COUN000473|S3;Comarum So|COUN000473;340;342;;9964;9215;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;9215;9964;;;;;0;10000;9964;9215;1;;;;;;;;;1;;;;;;;9964;9215
868;Comarum So|COUN000473|S4;Comarum So|COUN000473;318;320;;9214;8541;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;8541;9214;;;;;0;10000;9214;8541;1;;;;;;;;;1;;;;;;;9214;8541
869;Comarum So|COUN000473|S5;Comarum So|COUN000473;318;318;;9180;8511;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;8511;9180;;;;;0;10000;9180;8511;1;;;;;;;;;1;;;;;;;9180;8511
870;Comarum So|COUN000473|S6;Comarum So|COUN000473;306;306;;8777;8141;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;8141;8777;;;;;0;10000;8777;8141;1;;;;;;;;;1;;;;;;;8777;8141
871;Comarum So|COUN000473|S7;Comarum So|COUN000473;284;286;;8065;7487;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;7487;8065;;;;;0;10000;8065;7487;1;;;;;;;;;1;;;;;;;8065;7487
872;Comarum So|COUN000473|S8;Comarum So|COUN000473;246;248;;6776;6301;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;6301;6776;;;;;0;10000;6776;6301;1;;;;;;;;;1;;;;;;;6776;6301
873;Comarum So|COUN000473|S9;Comarum So|COUN000473;204;206;;5382;4959;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0; ;10000;;;0;;;;;;;;;;;;;1;4959;5382;;;;;0;10000;5382;4959;1;;;;;;;;;1;;;;;;;5382;4959
874;Comberton|COUN000753|BugsPresence;Comberton|COUN000753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;11500;;;10000;;;;10500;;;10000;;;;;;1;;;;;;;10000;11500;11500;10000;;;;1;;;;;;;;;;;;;11500;10000
875;Condover|COUN000401|BugsPresence;Condover|COUN000401;;;;16509;14111;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;14111;16509;;;;;10000;13500;16509;14111;1;;;;;;;;;;;;;;;;16509;14111
876;Condover|COUN000945|S1;Condover|COUN000945;90;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
877;Condover|COUN000945|S10;Condover|COUN000945;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
878;Condover|COUN000945|S2;Condover|COUN000945;80;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
879;Condover|COUN000945|S3;Condover|COUN000945;70;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
880;Condover|COUN000945|S4;Condover|COUN000945;60;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
881;Condover|COUN000945|S5;Condover|COUN000945;50;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
882;Condover|COUN000945|S6;Condover|COUN000945;40;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
883;Condover|COUN000945|S7;Condover|COUN000945;30;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
884;Condover|COUN000945|S8;Condover|COUN000945;20;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
885;Condover|COUN000945|S9;Condover|COUN000945;10;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;;;;;10000;13500;13500;10000;;;;1;;;;;;;;;;;;;13500;10000
886;Condover|COUN000947|C1;Condover|COUN000947;;;;;;;;;;;;;;;;;;;;;;;;;;12240;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;12240;;;;10000;13500;13500;12240;;1;;;;;;120;;;;;;UnknownRadio;120;;13500;12120
887;Condover|COUN000947|C3;Condover|COUN000947;;;;;;;;;;;;;;;;;;;;;;;;;;12240;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;;;12240;;;;10000;13500;13500;12240;;1;;;;;;120;;;;;;UnknownRadio;120;;13500;12120
888;Conesby Sidings|COUN001229|BugsPresence;Conesby Sidings|COUN001229;;;;13925;12703;;;;;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;12703;13925;;;;;10000;13500;13925;12703;1;;;;;;;;;;;;;;;;13925;12703
889;Conty|COUN000546|P1;Conty|COUN000546;;;;;;;;14578;13809;;;;;;;CalibC14;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0;;13500;;;10000;;;;;;;;;;;;;1;13809;;;;;;10000;13500;;13809;1;;;;;;;;;;;;;;;;;13809
